"color","name"
"Black Skin","Aurorian #8720"
"White Skin","Aurorian #9620"
"Black Skin","Aurorian #3094"
"Latino Skin","Aurorian #2282"
"Latino Skin","Aurorian #3735"
"White Skin","Aurorian #6195"
"Black Skin","Aurorian #2660"
"Black Skin","Aurorian #7106"
"Black Skin","Aurorian #7037"
"Black Skin","Aurorian #6245"
"White Skin","Aurorian #5415"
"White Skin","Aurorian #8086"
"Black Skin","Aurorian #3967"
"White Skin","Aurorian #5424"
"Latino Skin","Aurorian #2618"
"White Skin","Aurorian #3276"
"Latino Skin","Aurorian #3228"
"Latino Skin","Aurorian #3887"
"Black Skin","Aurorian #3957"
"White Skin","Aurorian #4086"
"White Skin","Aurorian #5743"
"Latino Skin","Aurorian #1930"
"White Skin","Aurorian #8160"
"White Skin","Aurorian #7529"
"White Skin","Aurorian #7112"
"White Skin","Aurorian #944"
"White Skin","Aurorian #8685"
"Latino Skin","Aurorian #9926"
"Black Skin","Aurorian #7854"
"Latino Skin","Aurorian #5794"
"Black Skin","Aurorian #7485"
"Latino Skin","Aurorian #4656"
"White Skin","Aurorian #4264"
"White Skin","Aurorian #674"
"White Skin","Aurorian #3890"
"Black Skin","Aurorian #1293"
"White Skin","Aurorian #744"
"Black Skin","Aurorian #861"
"White Skin","Aurorian #938"
"Latino Skin","Aurorian #3348"
"Latino Skin","Aurorian #870"
"Latino Skin","Aurorian #5196"
"Latino Skin","Aurorian #8238"
"Latino Skin","Aurorian #1465"
"White Skin","Aurorian #2554"
"Black Skin","Aurorian #8142"
"Black Skin","Aurorian #5398"
"White Skin","Aurorian #7402"
"White Skin","Aurorian #3159"
"White Skin","Aurorian #4930"
"White Skin","Aurorian #8974"
"White Skin","Aurorian #8116"
"Latino Skin","Aurorian #2537"
"Black Skin","Aurorian #9109"
"Black Skin","Aurorian #6275"
"White Skin","Aurorian #1220"
"White Skin","Aurorian #232"
"White Skin","Aurorian #4934"
"Black Skin","Aurorian #2356"
"White Skin","Aurorian #7717"
"White Skin","Aurorian #5402"
"Black Skin","Aurorian #1598"
"White Skin","Aurorian #6804"
"Black Skin","Aurorian #7257"
"Latino Skin","Aurorian #4129"
"White Skin","Aurorian #5437"
"Latino Skin","Aurorian #343"
"Latino Skin","Aurorian #4983"
"Latino Skin","Aurorian #1785"
"White Skin","Aurorian #5074"
"Black Skin","Aurorian #6776"
"Black Skin","Aurorian #7686"
"Black Skin","Aurorian #8207"
"White Skin","Aurorian #7940"
"White Skin","Aurorian #877"
"Black Skin","Aurorian #4460"
"Black Skin","Aurorian #459"
"White Skin","Aurorian #7045"
"White Skin","Aurorian #7732"
"Latino Skin","Aurorian #225"
"White Skin","Aurorian #4240"
"Black Skin","Aurorian #3850"
"White Skin","Aurorian #9859"
"Latino Skin","Aurorian #1099"
"Latino Skin","Aurorian #5339"
"Latino Skin","Aurorian #2774"
"White Skin","Aurorian #7038"
"White Skin","Aurorian #8392"
"Latino Skin","Aurorian #8257"
"White Skin","Aurorian #4307"
"Black Skin","Aurorian #6926"
"White Skin","Aurorian #5097"
"White Skin","Aurorian #2452"
"White Skin","Aurorian #7459"
"Latino Skin","Aurorian #5107"
"White Skin","Aurorian #5832"
"White Skin","Aurorian #6846"
"Latino Skin","Aurorian #8637"
"White Skin","Aurorian #82"
"Latino Skin","Aurorian #1106"
"White Skin","Aurorian #7241"
"Latino Skin","Aurorian #9641"
"Latino Skin","Aurorian #165"
"White Skin","Aurorian #2634"
"Latino Skin","Aurorian #3128"
"White Skin","Aurorian #2941"
"White Skin","Aurorian #9496"
"White Skin","Aurorian #1026"
"White Skin","Aurorian #1786"
"White Skin","Aurorian #1781"
"Latino Skin","Aurorian #8129"
"Latino Skin","Aurorian #3886"
"White Skin","Aurorian #9977"
"Black Skin","Aurorian #5414"
"Latino Skin","Aurorian #8755"
"White Skin","Aurorian #3141"
"Black Skin","Aurorian #5051"
"Latino Skin","Aurorian #466"
"Black Skin","Aurorian #2204"
"Black Skin","Aurorian #2593"
"Black Skin","Aurorian #3864"
"White Skin","Aurorian #712"
"Black Skin","Aurorian #1690"
"White Skin","Aurorian #1411"
"White Skin","Aurorian #6682"
"Latino Skin","Aurorian #3334"
"Latino Skin","Aurorian #5692"
"White Skin","Aurorian #7092"
"Latino Skin","Aurorian #518"
"White Skin","Aurorian #6782"
"White Skin","Aurorian #7240"
"Black Skin","Aurorian #7004"
"White Skin","Aurorian #3608"
"Latino Skin","Aurorian #9808"
"White Skin","Aurorian #567"
"White Skin","Aurorian #9133"
"Black Skin","Aurorian #7635"
"White Skin","Aurorian #6188"
"Black Skin","Aurorian #2006"
"Latino Skin","Aurorian #7922"
"White Skin","Aurorian #3861"
"Latino Skin","Aurorian #6178"
"Black Skin","Aurorian #8996"
"White Skin","Aurorian #3628"
"Latino Skin","Aurorian #4731"
"White Skin","Aurorian #2719"
"White Skin","Aurorian #4492"
"White Skin","Aurorian #6142"
"Latino Skin","Aurorian #6184"
"White Skin","Aurorian #5002"
"White Skin","Aurorian #7011"
"White Skin","Aurorian #5963"
"White Skin","Aurorian #6790"
"White Skin","Aurorian #3106"
"White Skin","Aurorian #4337"
"White Skin","Aurorian #8045"
"White Skin","Aurorian #5540"
"White Skin","Aurorian #172"
"Latino Skin","Aurorian #320"
"Black Skin","Aurorian #8409"
"White Skin","Aurorian #2465"
"White Skin","Aurorian #480"
"White Skin","Aurorian #3885"
"White Skin","Aurorian #5549"
"Latino Skin","Aurorian #5764"
"White Skin","Aurorian #3175"
"Latino Skin","Aurorian #9967"
"Latino Skin","Aurorian #1889"
"Black Skin","Aurorian #6737"
"Latino Skin","Aurorian #4631"
"Black Skin","Aurorian #3965"
"White Skin","Aurorian #3235"
"Black Skin","Aurorian #7995"
"White Skin","Aurorian #897"
"White Skin","Aurorian #9618"
"White Skin","Aurorian #6787"
"White Skin","Aurorian #1282"
"Latino Skin","Aurorian #2605"
"Black Skin","Aurorian #9567"
"White Skin","Aurorian #3362"
"Black Skin","Aurorian #3641"
"Black Skin","Aurorian #8773"
"White Skin","Aurorian #1403"
"White Skin","Aurorian #7159"
"Latino Skin","Aurorian #8514"
"Black Skin","Aurorian #7493"
"White Skin","Aurorian #1242"
"Black Skin","Aurorian #4073"
"Latino Skin","Aurorian #8843"
"White Skin","Aurorian #2314"
"White Skin","Aurorian #8929"
"Latino Skin","Aurorian #2992"
"Black Skin","Aurorian #6024"
"Black Skin","Aurorian #1152"
"Black Skin","Aurorian #7479"
"White Skin","Aurorian #1913"
"White Skin","Aurorian #8175"
"White Skin","Aurorian #1212"
"Latino Skin","Aurorian #7264"
"Latino Skin","Aurorian #3492"
"Black Skin","Aurorian #4542"
"Black Skin","Aurorian #443"
"White Skin","Aurorian #9919"
"Latino Skin","Aurorian #5787"
"White Skin","Aurorian #2513"
"Black Skin","Aurorian #2332"
"White Skin","Aurorian #4834"
"Latino Skin","Aurorian #812"
"White Skin","Aurorian #1972"
"White Skin","Aurorian #4174"
"Black Skin","Aurorian #9411"
"White Skin","Aurorian #8935"
"White Skin","Aurorian #2703"
"Black Skin","Aurorian #5332"
"Latino Skin","Aurorian #3503"
"White Skin","Aurorian #5836"
"Latino Skin","Aurorian #1962"
"Black Skin","Aurorian #9283"
"Latino Skin","Aurorian #4996"
"White Skin","Aurorian #5948"
"Latino Skin","Aurorian #5897"
"White Skin","Aurorian #6551"
"Latino Skin","Aurorian #7430"
"White Skin","Aurorian #2714"
"Latino Skin","Aurorian #2201"
"Latino Skin","Aurorian #4520"
"Latino Skin","Aurorian #484"
"Latino Skin","Aurorian #3711"
"White Skin","Aurorian #3710"
"White Skin","Aurorian #7927"
"White Skin","Aurorian #4809"
"Latino Skin","Aurorian #7994"
"White Skin","Aurorian #9689"
"White Skin","Aurorian #4477"
"Latino Skin","Aurorian #247"
"White Skin","Aurorian #1728"
"Black Skin","Aurorian #3561"
"Latino Skin","Aurorian #2945"
"White Skin","Aurorian #9532"
"Latino Skin","Aurorian #8137"
"Black Skin","Aurorian #3227"
"White Skin","Aurorian #4387"
"Latino Skin","Aurorian #4845"
"White Skin","Aurorian #5283"
"Black Skin","Aurorian #8020"
"Latino Skin","Aurorian #9458"
"White Skin","Aurorian #1132"
"White Skin","Aurorian #126"
"Latino Skin","Aurorian #2249"
"White Skin","Aurorian #6211"
"White Skin","Aurorian #5793"
"White Skin","Aurorian #9906"
"Black Skin","Aurorian #5670"
"White Skin","Aurorian #3539"
"Black Skin","Aurorian #4813"
"White Skin","Aurorian #2491"
"Latino Skin","Aurorian #2691"
"Latino Skin","Aurorian #8890"
"White Skin","Aurorian #9669"
"Black Skin","Aurorian #1491"
"Black Skin","Aurorian #6163"
"Black Skin","Aurorian #3818"
"White Skin","Aurorian #8133"
"Black Skin","Aurorian #3087"
"Latino Skin","Aurorian #5976"
"White Skin","Aurorian #364"
"Black Skin","Aurorian #2688"
"White Skin","Aurorian #3144"
"White Skin","Aurorian #9435"
"Black Skin","Aurorian #2448"
"Latino Skin","Aurorian #848"
"White Skin","Aurorian #452"
"White Skin","Aurorian #4630"
"Latino Skin","Aurorian #1996"
"Black Skin","Aurorian #1654"
"Latino Skin","Aurorian #7538"
"Latino Skin","Aurorian #7852"
"White Skin","Aurorian #9974"
"Black Skin","Aurorian #6591"
"White Skin","Aurorian #6205"
"Latino Skin","Aurorian #1453"
"White Skin","Aurorian #9185"
"Black Skin","Aurorian #8583"
"Black Skin","Aurorian #7420"
"Black Skin","Aurorian #1505"
"Latino Skin","Aurorian #9828"
"Latino Skin","Aurorian #6917"
"Latino Skin","Aurorian #7010"
"White Skin","Aurorian #9060"
"Latino Skin","Aurorian #3583"
"White Skin","Aurorian #8920"
"Black Skin","Aurorian #4684"
"Latino Skin","Aurorian #7815"
"White Skin","Aurorian #624"
"White Skin","Aurorian #8782"
"Latino Skin","Aurorian #7155"
"Black Skin","Aurorian #9143"
"White Skin","Aurorian #9382"
"White Skin","Aurorian #3918"
"Black Skin","Aurorian #277"
"White Skin","Aurorian #1529"
"Black Skin","Aurorian #6252"
"Black Skin","Aurorian #3125"
"White Skin","Aurorian #5930"
"White Skin","Aurorian #2545"
"Latino Skin","Aurorian #3188"
"Black Skin","Aurorian #1675"
"Latino Skin","Aurorian #8926"
"Black Skin","Aurorian #5013"
"White Skin","Aurorian #522"
"White Skin","Aurorian #8768"
"White Skin","Aurorian #6542"
"Latino Skin","Aurorian #1636"
"White Skin","Aurorian #9764"
"White Skin","Aurorian #9314"
"Latino Skin","Aurorian #9315"
"Black Skin","Aurorian #463"
"White Skin","Aurorian #5126"
"White Skin","Aurorian #3806"
"White Skin","Aurorian #3740"
"White Skin","Aurorian #8872"
"Black Skin","Aurorian #5418"
"Latino Skin","Aurorian #7395"
"White Skin","Aurorian #1582"
"Latino Skin","Aurorian #2414"
"White Skin","Aurorian #2007"
"Black Skin","Aurorian #7244"
"White Skin","Aurorian #1103"
"White Skin","Aurorian #1512"
"Black Skin","Aurorian #1390"
"Latino Skin","Aurorian #5307"
"White Skin","Aurorian #6777"
"Latino Skin","Aurorian #6634"
"White Skin","Aurorian #5306"
"Latino Skin","Aurorian #5700"
"White Skin","Aurorian #2835"
"White Skin","Aurorian #267"
"White Skin","Aurorian #4519"
"White Skin","Aurorian #7842"
"Latino Skin","Aurorian #1202"
"Latino Skin","Aurorian #796"
"White Skin","Aurorian #3619"
"Latino Skin","Aurorian #9892"
"Latino Skin","Aurorian #5101"
"Latino Skin","Aurorian #4496"
"Black Skin","Aurorian #8289"
"Black Skin","Aurorian #8942"
"White Skin","Aurorian #898"
"Latino Skin","Aurorian #1319"
"Latino Skin","Aurorian #1565"
"Latino Skin","Aurorian #5225"
"Latino Skin","Aurorian #3665"
"White Skin","Aurorian #6887"
"White Skin","Aurorian #1684"
"Black Skin","Aurorian #3361"
"Black Skin","Aurorian #9718"
"Black Skin","Aurorian #2240"
"White Skin","Aurorian #2780"
"White Skin","Aurorian #391"
"Latino Skin","Aurorian #9841"
"White Skin","Aurorian #349"
"Black Skin","Aurorian #7784"
"White Skin","Aurorian #4234"
"Latino Skin","Aurorian #4573"
"White Skin","Aurorian #4843"
"White Skin","Aurorian #6014"
"Latino Skin","Aurorian #4419"
"White Skin","Aurorian #3167"
"White Skin","Aurorian #86"
"Latino Skin","Aurorian #3450"
"White Skin","Aurorian #8577"
"Black Skin","Aurorian #8451"
"Black Skin","Aurorian #9232"
"Black Skin","Aurorian #1372"
"White Skin","Aurorian #475"
"Black Skin","Aurorian #4581"
"Black Skin","Aurorian #6727"
"Latino Skin","Aurorian #2838"
"Black Skin","Aurorian #2555"
"White Skin","Aurorian #639"
"White Skin","Aurorian #8672"
"Black Skin","Aurorian #9679"
"Black Skin","Aurorian #656"
"White Skin","Aurorian #9031"
"Black Skin","Aurorian #9398"
"White Skin","Aurorian #3427"
"Black Skin","Aurorian #2178"
"Black Skin","Aurorian #5481"
"White Skin","Aurorian #118"
"White Skin","Aurorian #9881"
"Black Skin","Aurorian #6605"
"Black Skin","Aurorian #5652"
"Black Skin","Aurorian #3989"
"Latino Skin","Aurorian #7887"
"White Skin","Aurorian #3244"
"White Skin","Aurorian #7042"
"Black Skin","Aurorian #7835"
"Black Skin","Aurorian #3626"
"Black Skin","Aurorian #1866"
"White Skin","Aurorian #7793"
"Latino Skin","Aurorian #4023"
"Black Skin","Aurorian #5552"
"Black Skin","Aurorian #2140"
"White Skin","Aurorian #8097"
"Latino Skin","Aurorian #621"
"Black Skin","Aurorian #5900"
"White Skin","Aurorian #1708"
"Black Skin","Aurorian #7274"
"Black Skin","Aurorian #337"
"Black Skin","Aurorian #418"
"Black Skin","Aurorian #6645"
"Latino Skin","Aurorian #7029"
"Black Skin","Aurorian #4089"
"Black Skin","Aurorian #1309"
"Latino Skin","Aurorian #9305"
"Black Skin","Aurorian #4372"
"White Skin","Aurorian #5665"
"White Skin","Aurorian #8414"
"Black Skin","Aurorian #5699"
"White Skin","Aurorian #926"
"Latino Skin","Aurorian #1788"
"Latino Skin","Aurorian #130"
"White Skin","Aurorian #2921"
"White Skin","Aurorian #2522"
"Black Skin","Aurorian #398"
"Latino Skin","Aurorian #510"
"Latino Skin","Aurorian #646"
"Latino Skin","Aurorian #186"
"White Skin","Aurorian #5937"
"White Skin","Aurorian #881"
"Black Skin","Aurorian #1692"
"White Skin","Aurorian #8777"
"White Skin","Aurorian #9624"
"White Skin","Aurorian #9835"
"Black Skin","Aurorian #3912"
"Black Skin","Aurorian #3008"
"White Skin","Aurorian #6814"
"Black Skin","Aurorian #1158"
"White Skin","Aurorian #8786"
"White Skin","Aurorian #7418"
"White Skin","Aurorian #5003"
"Black Skin","Aurorian #1647"
"White Skin","Aurorian #3797"
"Black Skin","Aurorian #2100"
"Latino Skin","Aurorian #3557"
"Latino Skin","Aurorian #4090"
"Black Skin","Aurorian #8515"
"White Skin","Aurorian #403"
"Latino Skin","Aurorian #8493"
"Latino Skin","Aurorian #4824"
"Black Skin","Aurorian #4494"
"Black Skin","Aurorian #1238"
"Latino Skin","Aurorian #7272"
"White Skin","Aurorian #5284"
"Latino Skin","Aurorian #4609"
"Latino Skin","Aurorian #4160"
"Latino Skin","Aurorian #9265"
"White Skin","Aurorian #9880"
"Latino Skin","Aurorian #7804"
"White Skin","Aurorian #5883"
"White Skin","Aurorian #7861"
"White Skin","Aurorian #8183"
"White Skin","Aurorian #6870"
"White Skin","Aurorian #5088"
"White Skin","Aurorian #7411"
"Latino Skin","Aurorian #4737"
"White Skin","Aurorian #54"
"White Skin","Aurorian #7446"
"Black Skin","Aurorian #6253"
"White Skin","Aurorian #3424"
"Black Skin","Aurorian #9039"
"White Skin","Aurorian #8056"
"Latino Skin","Aurorian #8357"
"Black Skin","Aurorian #2331"
"White Skin","Aurorian #8810"
"Black Skin","Aurorian #3844"
"Latino Skin","Aurorian #1318"
"White Skin","Aurorian #3538"
"Black Skin","Aurorian #422"
"Black Skin","Aurorian #6488"
"White Skin","Aurorian #1235"
"White Skin","Aurorian #2309"
"White Skin","Aurorian #2299"
"Black Skin","Aurorian #1098"
"White Skin","Aurorian #3998"
"White Skin","Aurorian #8296"
"White Skin","Aurorian #5075"
"Latino Skin","Aurorian #9337"
"Latino Skin","Aurorian #5520"
"White Skin","Aurorian #2039"
"White Skin","Aurorian #2561"
"Latino Skin","Aurorian #2416"
"White Skin","Aurorian #7308"
"Latino Skin","Aurorian #1091"
"Black Skin","Aurorian #9023"
"Black Skin","Aurorian #5704"
"Latino Skin","Aurorian #9752"
"White Skin","Aurorian #6763"
"Black Skin","Aurorian #4642"
"Latino Skin","Aurorian #2192"
"White Skin","Aurorian #2879"
"Black Skin","Aurorian #5188"
"Black Skin","Aurorian #8220"
"Latino Skin","Aurorian #2046"
"Latino Skin","Aurorian #6459"
"Black Skin","Aurorian #2819"
"White Skin","Aurorian #3044"
"Latino Skin","Aurorian #7139"
"Latino Skin","Aurorian #9598"
"Latino Skin","Aurorian #5029"
"White Skin","Aurorian #184"
"Black Skin","Aurorian #5527"
"Black Skin","Aurorian #2091"
"Black Skin","Aurorian #9048"
"Latino Skin","Aurorian #3017"
"White Skin","Aurorian #8044"
"White Skin","Aurorian #8850"
"Black Skin","Aurorian #965"
"Black Skin","Aurorian #6300"
"White Skin","Aurorian #3909"
"White Skin","Aurorian #8587"
"Black Skin","Aurorian #3593"
"Black Skin","Aurorian #8015"
"White Skin","Aurorian #1498"
"White Skin","Aurorian #1200"
"Latino Skin","Aurorian #5759"
"Latino Skin","Aurorian #6496"
"White Skin","Aurorian #1946"
"White Skin","Aurorian #3516"
"Black Skin","Aurorian #7594"
"White Skin","Aurorian #5459"
"Latino Skin","Aurorian #3634"
"Latino Skin","Aurorian #1502"
"White Skin","Aurorian #8364"
"Black Skin","Aurorian #176"
"Black Skin","Aurorian #6198"
"White Skin","Aurorian #6315"
"White Skin","Aurorian #3029"
"Black Skin","Aurorian #7277"
"White Skin","Aurorian #3661"
"White Skin","Aurorian #8259"
"Latino Skin","Aurorian #2551"
"White Skin","Aurorian #4038"
"Black Skin","Aurorian #5492"
"White Skin","Aurorian #5184"
"Latino Skin","Aurorian #2681"
"White Skin","Aurorian #7877"
"Latino Skin","Aurorian #8713"
"White Skin","Aurorian #2817"
"Latino Skin","Aurorian #6221"
"Black Skin","Aurorian #4319"
"Latino Skin","Aurorian #5979"
"Black Skin","Aurorian #2949"
"White Skin","Aurorian #2470"
"White Skin","Aurorian #299"
"White Skin","Aurorian #2227"
"Black Skin","Aurorian #2393"
"White Skin","Aurorian #2019"
"Latino Skin","Aurorian #3663"
"White Skin","Aurorian #6482"
"White Skin","Aurorian #2926"
"Latino Skin","Aurorian #7650"
"Black Skin","Aurorian #6705"
"White Skin","Aurorian #7439"
"White Skin","Aurorian #2484"
"White Skin","Aurorian #2079"
"White Skin","Aurorian #9325"
"Black Skin","Aurorian #3576"
"Latino Skin","Aurorian #4341"
"White Skin","Aurorian #5167"
"Latino Skin","Aurorian #7389"
"Black Skin","Aurorian #8681"
"Black Skin","Aurorian #4883"
"Black Skin","Aurorian #2684"
"Black Skin","Aurorian #2573"
"Latino Skin","Aurorian #6455"
"White Skin","Aurorian #4675"
"Latino Skin","Aurorian #3349"
"White Skin","Aurorian #3599"
"Black Skin","Aurorian #9714"
"Black Skin","Aurorian #4920"
"Black Skin","Aurorian #200"
"White Skin","Aurorian #8094"
"White Skin","Aurorian #6717"
"White Skin","Aurorian #736"
"Latino Skin","Aurorian #1061"
"White Skin","Aurorian #7441"
"Latino Skin","Aurorian #6318"
"White Skin","Aurorian #5682"
"Black Skin","Aurorian #2931"
"Black Skin","Aurorian #9895"
"Latino Skin","Aurorian #5503"
"Black Skin","Aurorian #7102"
"Latino Skin","Aurorian #9016"
"White Skin","Aurorian #8144"
"White Skin","Aurorian #8829"
"Black Skin","Aurorian #8509"
"Black Skin","Aurorian #8680"
"Black Skin","Aurorian #8128"
"White Skin","Aurorian #1579"
"White Skin","Aurorian #8247"
"Black Skin","Aurorian #5287"
"Black Skin","Aurorian #7401"
"White Skin","Aurorian #3462"
"White Skin","Aurorian #739"
"Black Skin","Aurorian #5933"
"White Skin","Aurorian #1328"
"Latino Skin","Aurorian #4564"
"White Skin","Aurorian #1829"
"Latino Skin","Aurorian #6436"
"Latino Skin","Aurorian #4606"
"White Skin","Aurorian #6335"
"White Skin","Aurorian #6481"
"White Skin","Aurorian #6037"
"White Skin","Aurorian #5606"
"White Skin","Aurorian #6320"
"Latino Skin","Aurorian #8977"
"Latino Skin","Aurorian #6898"
"White Skin","Aurorian #253"
"Latino Skin","Aurorian #2793"
"Latino Skin","Aurorian #6212"
"Black Skin","Aurorian #3370"
"Black Skin","Aurorian #5323"
"Latino Skin","Aurorian #6594"
"White Skin","Aurorian #7162"
"Latino Skin","Aurorian #5106"
"White Skin","Aurorian #1419"
"Latino Skin","Aurorian #2855"
"Black Skin","Aurorian #9531"
"Black Skin","Aurorian #889"
"Latino Skin","Aurorian #9376"
"Latino Skin","Aurorian #2407"
"White Skin","Aurorian #8523"
"Black Skin","Aurorian #6613"
"Latino Skin","Aurorian #9482"
"Latino Skin","Aurorian #8642"
"White Skin","Aurorian #5768"
"White Skin","Aurorian #1713"
"White Skin","Aurorian #4168"
"White Skin","Aurorian #8607"
"White Skin","Aurorian #5135"
"Black Skin","Aurorian #6633"
"Black Skin","Aurorian #776"
"Black Skin","Aurorian #8406"
"Latino Skin","Aurorian #8983"
"White Skin","Aurorian #1504"
"White Skin","Aurorian #5270"
"White Skin","Aurorian #7519"
"White Skin","Aurorian #139"
"White Skin","Aurorian #3466"
"White Skin","Aurorian #6270"
"Black Skin","Aurorian #3326"
"Latino Skin","Aurorian #913"
"White Skin","Aurorian #9564"
"Latino Skin","Aurorian #1438"
"White Skin","Aurorian #6009"
"Black Skin","Aurorian #1187"
"White Skin","Aurorian #3014"
"White Skin","Aurorian #890"
"Latino Skin","Aurorian #8307"
"Black Skin","Aurorian #5845"
"Black Skin","Aurorian #3115"
"White Skin","Aurorian #9211"
"Black Skin","Aurorian #4667"
"White Skin","Aurorian #6568"
"White Skin","Aurorian #2226"
"Black Skin","Aurorian #7660"
"White Skin","Aurorian #6196"
"White Skin","Aurorian #7610"
"White Skin","Aurorian #1896"
"Black Skin","Aurorian #572"
"Black Skin","Aurorian #6297"
"White Skin","Aurorian #8518"
"White Skin","Aurorian #4962"
"Black Skin","Aurorian #7743"
"Latino Skin","Aurorian #5749"
"Black Skin","Aurorian #7481"
"Black Skin","Aurorian #6381"
"White Skin","Aurorian #8316"
"Black Skin","Aurorian #6830"
"White Skin","Aurorian #5918"
"Latino Skin","Aurorian #9021"
"White Skin","Aurorian #6651"
"White Skin","Aurorian #3603"
"Black Skin","Aurorian #4599"
"Black Skin","Aurorian #2496"
"Black Skin","Aurorian #6165"
"Black Skin","Aurorian #6443"
"White Skin","Aurorian #4384"
"White Skin","Aurorian #7939"
"Black Skin","Aurorian #9243"
"Black Skin","Aurorian #9218"
"White Skin","Aurorian #1278"
"White Skin","Aurorian #3121"
"Black Skin","Aurorian #4425"
"White Skin","Aurorian #8905"
"White Skin","Aurorian #9104"
"Latino Skin","Aurorian #439"
"White Skin","Aurorian #1405"
"Black Skin","Aurorian #5233"
"Black Skin","Aurorian #7217"
"White Skin","Aurorian #113"
"White Skin","Aurorian #1333"
"Black Skin","Aurorian #9852"
"Latino Skin","Aurorian #5201"
"Black Skin","Aurorian #4259"
"Black Skin","Aurorian #3354"
"White Skin","Aurorian #3218"
"White Skin","Aurorian #4084"
"White Skin","Aurorian #2047"
"White Skin","Aurorian #2836"
"Latino Skin","Aurorian #3625"
"Black Skin","Aurorian #174"
"White Skin","Aurorian #274"
"White Skin","Aurorian #309"
"Black Skin","Aurorian #6746"
"Black Skin","Aurorian #1535"
"Black Skin","Aurorian #4061"
"Latino Skin","Aurorian #1559"
"White Skin","Aurorian #5197"
"White Skin","Aurorian #6720"
"Black Skin","Aurorian #3749"
"White Skin","Aurorian #3210"
"Latino Skin","Aurorian #2170"
"Black Skin","Aurorian #3756"
"White Skin","Aurorian #7201"
"Black Skin","Aurorian #2563"
"Latino Skin","Aurorian #5711"
"Black Skin","Aurorian #9334"
"Black Skin","Aurorian #4245"
"Black Skin","Aurorian #1305"
"Black Skin","Aurorian #5578"
"Black Skin","Aurorian #590"
"Black Skin","Aurorian #8444"
"White Skin","Aurorian #6109"
"Latino Skin","Aurorian #6954"
"White Skin","Aurorian #1291"
"White Skin","Aurorian #8738"
"Latino Skin","Aurorian #6180"
"Black Skin","Aurorian #68"
"White Skin","Aurorian #354"
"Latino Skin","Aurorian #4548"
"White Skin","Aurorian #8663"
"White Skin","Aurorian #6020"
"White Skin","Aurorian #7962"
"Black Skin","Aurorian #2976"
"Latino Skin","Aurorian #6124"
"White Skin","Aurorian #7432"
"Black Skin","Aurorian #1365"
"Latino Skin","Aurorian #10"
"Latino Skin","Aurorian #3560"
"White Skin","Aurorian #2078"
"Black Skin","Aurorian #6025"
"White Skin","Aurorian #4557"
"Latino Skin","Aurorian #3716"
"Black Skin","Aurorian #8603"
"Latino Skin","Aurorian #4176"
"Black Skin","Aurorian #9723"
"White Skin","Aurorian #1408"
"White Skin","Aurorian #6223"
"White Skin","Aurorian #8117"
"Black Skin","Aurorian #451"
"Black Skin","Aurorian #3463"
"Latino Skin","Aurorian #3975"
"Black Skin","Aurorian #2591"
"White Skin","Aurorian #5214"
"Black Skin","Aurorian #3974"
"White Skin","Aurorian #8489"
"Latino Skin","Aurorian #8525"
"White Skin","Aurorian #4456"
"Latino Skin","Aurorian #9476"
"Black Skin","Aurorian #7031"
"Latino Skin","Aurorian #5141"
"White Skin","Aurorian #1018"
"Latino Skin","Aurorian #3061"
"White Skin","Aurorian #8643"
"Latino Skin","Aurorian #2293"
"Latino Skin","Aurorian #8145"
"White Skin","Aurorian #25"
"White Skin","Aurorian #1591"
"White Skin","Aurorian #471"
"Black Skin","Aurorian #4498"
"White Skin","Aurorian #7233"
"White Skin","Aurorian #7130"
"White Skin","Aurorian #6967"
"White Skin","Aurorian #8909"
"White Skin","Aurorian #6663"
"White Skin","Aurorian #1131"
"Latino Skin","Aurorian #2132"
"Black Skin","Aurorian #3980"
"White Skin","Aurorian #9419"
"White Skin","Aurorian #800"
"White Skin","Aurorian #9032"
"Black Skin","Aurorian #8899"
"White Skin","Aurorian #5907"
"Latino Skin","Aurorian #8553"
"Black Skin","Aurorian #9854"
"Black Skin","Aurorian #6452"
"Latino Skin","Aurorian #1706"
"Latino Skin","Aurorian #1360"
"White Skin","Aurorian #8884"
"Latino Skin","Aurorian #7648"
"Latino Skin","Aurorian #8053"
"Black Skin","Aurorian #9558"
"Black Skin","Aurorian #6728"
"Black Skin","Aurorian #2944"
"Latino Skin","Aurorian #5885"
"White Skin","Aurorian #5080"
"White Skin","Aurorian #5015"
"Latino Skin","Aurorian #563"
"White Skin","Aurorian #7295"
"White Skin","Aurorian #547"
"Black Skin","Aurorian #7098"
"White Skin","Aurorian #7489"
"White Skin","Aurorian #6258"
"Latino Skin","Aurorian #8335"
"Latino Skin","Aurorian #4988"
"White Skin","Aurorian #5468"
"Black Skin","Aurorian #570"
"Latino Skin","Aurorian #8225"
"Latino Skin","Aurorian #8452"
"Latino Skin","Aurorian #5382"
"Black Skin","Aurorian #5347"
"White Skin","Aurorian #9440"
"White Skin","Aurorian #3638"
"Latino Skin","Aurorian #1488"
"White Skin","Aurorian #2743"
"White Skin","Aurorian #4439"
"White Skin","Aurorian #470"
"White Skin","Aurorian #106"
"Latino Skin","Aurorian #8299"
"White Skin","Aurorian #9105"
"White Skin","Aurorian #3392"
"White Skin","Aurorian #374"
"White Skin","Aurorian #1266"
"Latino Skin","Aurorian #7058"
"Black Skin","Aurorian #7375"
"White Skin","Aurorian #8809"
